drug,target
Metformin,ACACA
Metformin,ACACB
Metformin,ADIPOQ
Metformin,AGER
Metformin,AHR
Metformin,AKT1
Metformin,ATM
Metformin,BAD
Metformin,BAX
Metformin,BCL2
Metformin,BCL2L1
Metformin,CASP3
Metformin,CASP7
Metformin,CASP8
Metformin,CAT
Metformin,CCND2
Metformin,CCNE1
Metformin,COX1
Metformin,CRP
Metformin,CXCL8
Metformin,CYP11A1
Metformin,CYP19A1
Metformin,CYP1A1
Metformin,CYP1B1
Metformin,CYP3A4
Metformin,EDN1
Metformin,EIF4EBP1
Metformin,ESR1
Metformin,FASN
Metformin,FOS
Metformin,FOXA2
Metformin,FSHB
Metformin,GCG
Metformin,GPT
Metformin,GSK3B
Metformin,GSR
Metformin,H2AFX
Metformin,HMOX1
Metformin,HRH2
Metformin,ICAM1
Metformin,IFNG
Metformin,IGF1
Metformin,IGF2
Metformin,IL1B
Metformin,IL6
Metformin,INS
Metformin,IRS1
Metformin,JUN
Metformin,LEP
Metformin,MAPK1
Metformin,MAPK10
Metformin,MAPK3
Metformin,MAPK9
Metformin,MMP2
Metformin,MMP9
Metformin,MPO
Metformin,MTOR
Metformin,NAMPT
Metformin,NFE2L2
Metformin,NFKBIA
Metformin,NOS1
Metformin,NOS2
Metformin,NOS3
Metformin,NQO1
Metformin,NR1I2
Metformin,NR1I3
Metformin,NR3C1
Metformin,PDX1
Metformin,PLAT
Metformin,PPARA
Metformin,PPARGC1A
Metformin,PRKAA1
Metformin,PRKAA2
Metformin,PRKCA
Metformin,PRKCB
Metformin,PRL
Metformin,RAF1
Metformin,RBP4
Metformin,RELA
Metformin,RETN
Metformin,RPS6
Metformin,RUNX2
Metformin,SEPP1
Metformin,SERPINE1
Metformin,SIRT1
Metformin,SIRT3
Metformin,SLC15A1
Metformin,SLC22A1
Metformin,SLC22A2
Metformin,SLC22A3
Metformin,SLC2A4
Metformin,SLC47A1
Metformin,SLC47A2
Metformin,SP1
Metformin,STAR
Metformin,TDO2
Metformin,TNF
Methotrexate,ABCB1
Methotrexate,ABCC1
Methotrexate,ABCC11
Methotrexate,ABCC2
Methotrexate,ABCC4
Methotrexate,ABCG2
Methotrexate,ACTR1A
Methotrexate,ADA
Methotrexate,ADGRL2
Methotrexate,ADIRF
Methotrexate,ADORA2A
Methotrexate,ADORA3
Methotrexate,AIM2
Methotrexate,ALOX5
Methotrexate,ALPI
Methotrexate,ALPP
Methotrexate,ANPEP
Methotrexate,ANXA11
Methotrexate,AOC1
Methotrexate,AOX1
Methotrexate,ARFIP1
Methotrexate,ARHGDIA
Methotrexate,ARL6IP4
Methotrexate,ATF5
Methotrexate,ATIC
Methotrexate,ATP5D
Methotrexate,AVP
Methotrexate,B3GNT3
Methotrexate,BAG6
Methotrexate,BNIP3
Methotrexate,BST2
Methotrexate,BTBD3
Methotrexate,CALR
Methotrexate,CASP3
Methotrexate,CASP8
Methotrexate,CAT
Methotrexate,CCL3
Methotrexate,CCL4
Methotrexate,CCL5
Methotrexate,CD151
Methotrexate,CD302
Methotrexate,CD4
Methotrexate,CD68
Methotrexate,CD8A
Methotrexate,CD99
Methotrexate,CDC34
Methotrexate,CDK2AP2
Methotrexate,CDKN1A
Methotrexate,CDKN1B
Methotrexate,CEP57
Methotrexate,CGA
Methotrexate,CIZ1
Methotrexate,CKAP4
Methotrexate,CKMT1B
Methotrexate,CLN3
Methotrexate,CLPTM1
Methotrexate,CLSTN1
Methotrexate,CNOT3
Methotrexate,COL15A1
Methotrexate,COL3A1
Methotrexate,COL4A4
Methotrexate,CPS1
Methotrexate,CPSF1
Methotrexate,CREB3
Methotrexate,CST1
Methotrexate,CST6
Methotrexate,CSTA
Methotrexate,CTH
Methotrexate,CTNNB1
Methotrexate,CXCL8
Methotrexate,CYP11A1
Methotrexate,CYP1A2
Methotrexate,DAPK3
Methotrexate,DBN1
Methotrexate,DCP2
Methotrexate,DES
Methotrexate,DGCR6
Methotrexate,DHFR
Methotrexate,DHRS2
Methotrexate,DHX15
Methotrexate,DRAP1
Methotrexate,DUSP4
Methotrexate,EED
Methotrexate,EIF5A
Methotrexate,ENOSF1
Methotrexate,EPRS
Methotrexate,ERBB2
Methotrexate,ESYT1
Methotrexate,EVL
Methotrexate,EXOC7
Methotrexate,F12
Methotrexate,FADS1
Methotrexate,FADS2
Methotrexate,FAM171A1
Methotrexate,FER
Methotrexate,FGFR1
Methotrexate,FLRT2
Methotrexate,FMOD
Methotrexate,FNBP1
Methotrexate,FOXN3
Methotrexate,FPGS
Methotrexate,FSHB
Methotrexate,FSTL1
Methotrexate,G6PD
Methotrexate,GAD1
Methotrexate,GAMT
Methotrexate,GCSH
Methotrexate,GNA11
Methotrexate,GNE
Methotrexate,GNG11
Methotrexate,GPT
Methotrexate,GPX2
Methotrexate,GPX3
Methotrexate,GRIN3B
Methotrexate,GRN
Methotrexate,GSK3B
Methotrexate,GSTM1
Methotrexate,H1FX
Methotrexate,H2AFX
Methotrexate,HDAC4
Methotrexate,HDGFRP3
Methotrexate,HGS
Methotrexate,HLA-A
Methotrexate,HNRNPH1
Methotrexate,HSPB1
Methotrexate,ICAM1
Methotrexate,IFNG
Methotrexate,IGFBP7
Methotrexate,IL10
Methotrexate,IL1B
Methotrexate,IL2
Methotrexate,IL4
Methotrexate,IL6
Methotrexate,IRF6
Methotrexate,ITPR1
Methotrexate,KCMF1
Methotrexate,KCNK1
Methotrexate,KDELR1
Methotrexate,KDM6A
Methotrexate,KLK6
Methotrexate,KLRC2
Methotrexate,KRR1
Methotrexate,LAMC1
Methotrexate,LCK
Methotrexate,LHB
Methotrexate,LPAR1
Methotrexate,LPAR2
Methotrexate,MAGEA6
Methotrexate,MAGED1
Methotrexate,MAP2K2
Methotrexate,MAP2K6
Methotrexate,MAP3K7
Methotrexate,MAP7
Methotrexate,MAPK1
Methotrexate,MAPK14
Methotrexate,MAPK3
Methotrexate,MAPK8
Methotrexate,MAPK9
Methotrexate,MAPKAPK2
Methotrexate,MBD3
Methotrexate,MBP
Methotrexate,MCF2L
Methotrexate,MDM2
Methotrexate,MED15
Methotrexate,MED16
Methotrexate,MEGF9
Methotrexate,MFGE8
Methotrexate,MPHOSPH6
Methotrexate,MPO
Methotrexate,MSLN
Methotrexate,MTHFR
Methotrexate,MTR
Methotrexate,MYO1E
Methotrexate,MYO6
Methotrexate,NAT1
Methotrexate,NDUFS8
Methotrexate,NFE2L1
Methotrexate,NFKB2
Methotrexate,NOS2
Methotrexate,NOS3
Methotrexate,NUP88
Methotrexate,ODC1
Methotrexate,P4HB
Methotrexate,PAPOLA
Methotrexate,PARP1
Methotrexate,PDK1
Methotrexate,PDLIM7
Methotrexate,PER2
Methotrexate,PEX11A
Methotrexate,PHACTR2
Methotrexate,PHF10
Methotrexate,PI3
Methotrexate,PIK3C2B
Methotrexate,PIN1
Methotrexate,PLD3
Methotrexate,PNMA2
Methotrexate,PPAP2A
Methotrexate,PPID
Methotrexate,PPP2R5C
Methotrexate,PPP3CA
Methotrexate,PPRC1
Methotrexate,PSAP
Methotrexate,PTOV1
Methotrexate,PTPRG
Methotrexate,PVRL2
Methotrexate,QDPR
Methotrexate,RAB11FIP2
Methotrexate,RAB1A
Methotrexate,RB1
Methotrexate,RBMS1
Methotrexate,RELA
Methotrexate,RPL23A
Methotrexate,S100P
Methotrexate,SDF4
Methotrexate,SELE
Methotrexate,SEMG1
Methotrexate,SF3B1
Methotrexate,SGCE
Methotrexate,SH3BGRL3
Methotrexate,SH3GLB2
Methotrexate,SHMT1
Methotrexate,SKAP1
Methotrexate,SLC19A1
Methotrexate,SLC22A6
Methotrexate,SLC22A7
Methotrexate,SLC22A8
Methotrexate,SLC26A2
Methotrexate,SLC27A2
Methotrexate,SLC46A1
Methotrexate,SLC52A2
Methotrexate,SLCO1B1
Methotrexate,SLMO2
Methotrexate,SOD2
Methotrexate,SPG20
Methotrexate,STAR
Methotrexate,SUCLG2
Methotrexate,TCF12
Methotrexate,TCN2
Methotrexate,TGFB1
Methotrexate,TLE1
Methotrexate,TLN1
Methotrexate,TMEFF1
Methotrexate,TMEM259
Methotrexate,TNF
Methotrexate,TNFRSF10A
Methotrexate,TNFRSF10B
Methotrexate,TNFRSF11B
Methotrexate,TNFSF11
Methotrexate,TOB1
Methotrexate,TP53
Methotrexate,TRIM28
Methotrexate,TSPAN4
Methotrexate,TTF2
Methotrexate,TYK2
Methotrexate,TYMS
Methotrexate,UBA1
Methotrexate,UGCG
Methotrexate,UGT1A6
Methotrexate,UQCR11
Methotrexate,USH1C
Methotrexate,VDR
Methotrexate,WDR18
Methotrexate,WDR3
Methotrexate,ZNF175
Methotrexate,ZNF580
Methylene Blue,G6PD
Methylene Blue,GNRH1
Methylene Blue,GSTP1
Methylene Blue,MAOB
Methylene Blue,MAPT
Methylene Blue,PGD
Methylene Blue,SLC2A1
Methylene Blue,TNF
Metrifonate,ACHE
Metrifonate,APP
Metrifonate,BCHE
Metrifonate,BCL2
Metrifonate,CASP12
Metrifonate,CASP3
Metrifonate,CAT
Metrifonate,CHRM2
Metrifonate,CHRM4
Metrifonate,CYP11A1
Metrifonate,FSHB
Metrifonate,HNF4A
Metrifonate,NFE2L2
Metrifonate,PNPLA6
Metrifonate,SERPINA3
Metrifonate,STAR
Metrifonate,TP53
Metronidazole,CYP3A4
Metronidazole,NOS2
Miconazole,ABCB1
Miconazole,CYP19A1
Miconazole,CYP2C19
Miconazole,CYP2C9
Miconazole,CYP3A4
Miconazole,CYP51A1
Miconazole,IL4
Miconazole,IL5
Miconazole,SLC22A2
Miltefosine,ABCB1
Moxidectin,GluClX
Moxidectin,CYP2B
Moxifloxacin,CXCL8
Moxifloxacin,IFNG
Moxifloxacin,IL1B
Moxifloxacin,IL4
Moxifloxacin,KCNH2
Moxifloxacin,MAPK1
Moxifloxacin,MAPK3
Moxifloxacin,RELA
Moxifloxacin,TNF
Moxifloxacin,TOP1
Moxifloxacin,UGT1A1
Moxifloxacin,UGT1A3
Moxifloxacin,UGT1A7
Moxifloxacin,UGT1A9
N-Acetylcysteine,ABCC1
N-Acetylcysteine,ABCC3
N-Acetylcysteine,ABL1
N-Acetylcysteine,ACHE
N-Acetylcysteine,ACTA2
N-Acetylcysteine,ADIPOQ
N-Acetylcysteine,ADIPOR2
N-Acetylcysteine,AGT
N-Acetylcysteine,AHR
N-Acetylcysteine,AIFM1
N-Acetylcysteine,AKR1C3
N-Acetylcysteine,AKT1
N-Acetylcysteine,ALAD
N-Acetylcysteine,ALB
N-Acetylcysteine,ALDH2
N-Acetylcysteine,ALK
N-Acetylcysteine,ANGPT1
N-Acetylcysteine,AOC1
N-Acetylcysteine,APAF1
N-Acetylcysteine,APEX1
N-Acetylcysteine,APP
N-Acetylcysteine,AR
N-Acetylcysteine,ARNT
N-Acetylcysteine,ATF2
N-Acetylcysteine,ATF4
N-Acetylcysteine,ATF6
N-Acetylcysteine,ATG12
N-Acetylcysteine,ATG5
N-Acetylcysteine,ATM
N-Acetylcysteine,ATP1A1
N-Acetylcysteine,ATP2A2
N-Acetylcysteine,ATXN1
N-Acetylcysteine,B2M
N-Acetylcysteine,BACH1
N-Acetylcysteine,BAD
N-Acetylcysteine,BAK1
N-Acetylcysteine,BAX
N-Acetylcysteine,BCL2
N-Acetylcysteine,BCL2L1
N-Acetylcysteine,BCL2L11
N-Acetylcysteine,BDNF
N-Acetylcysteine,BECN1
N-Acetylcysteine,BID
N-Acetylcysteine,BIRC2
N-Acetylcysteine,BIRC3
N-Acetylcysteine,BIRC5
N-Acetylcysteine,BNIP3
N-Acetylcysteine,CAPN1
N-Acetylcysteine,CAPN2
N-Acetylcysteine,CASP1
N-Acetylcysteine,CASP10
N-Acetylcysteine,CASP12
N-Acetylcysteine,CASP14
N-Acetylcysteine,CASP2
N-Acetylcysteine,CASP3
N-Acetylcysteine,CASP4
N-Acetylcysteine,CASP6
N-Acetylcysteine,CASP7
N-Acetylcysteine,CASP8
N-Acetylcysteine,CASP9
N-Acetylcysteine,CAT
N-Acetylcysteine,CAV1
N-Acetylcysteine,CCL11
N-Acetylcysteine,CCL2
N-Acetylcysteine,CCL5
N-Acetylcysteine,CCNA1
N-Acetylcysteine,CCND1
N-Acetylcysteine,CD14
N-Acetylcysteine,CD86
N-Acetylcysteine,CDH1
N-Acetylcysteine,CDH2
N-Acetylcysteine,CDKN1A
N-Acetylcysteine,CDKN1B
N-Acetylcysteine,CFLAR
N-Acetylcysteine,CFTR
N-Acetylcysteine,CHEK1
N-Acetylcysteine,CHEK2
N-Acetylcysteine,CHUK
N-Acetylcysteine,CKB
N-Acetylcysteine,CKM
N-Acetylcysteine,CLDN4
N-Acetylcysteine,CNTF
N-Acetylcysteine,COL18A1
N-Acetylcysteine,COL1A1
N-Acetylcysteine,CREB1
N-Acetylcysteine,CRYAB
N-Acetylcysteine,CSF2
N-Acetylcysteine,CTGF
N-Acetylcysteine,CTNNB1
N-Acetylcysteine,CXCL1
N-Acetylcysteine,CXCL2
N-Acetylcysteine,CXCL8
N-Acetylcysteine,CYBA
N-Acetylcysteine,CYBB
N-Acetylcysteine,CYCS
N-Acetylcysteine,CYP1A1
N-Acetylcysteine,CYP1A2
N-Acetylcysteine,CYP2E1
N-Acetylcysteine,CYP3A4
N-Acetylcysteine,CYR61
N-Acetylcysteine,DDIT3
N-Acetylcysteine,DDIT4
N-Acetylcysteine,DIO2
N-Acetylcysteine,DIO3
N-Acetylcysteine,DUSP1
N-Acetylcysteine,DUT
N-Acetylcysteine,E2F1
N-Acetylcysteine,EDN1
N-Acetylcysteine,EGF
N-Acetylcysteine,EGFR
N-Acetylcysteine,EIF2A
N-Acetylcysteine,EIF2AK3
N-Acetylcysteine,EIF2S1
N-Acetylcysteine,EIF4EBP1
N-Acetylcysteine,ENDOG
N-Acetylcysteine,EP300
N-Acetylcysteine,ERN1
N-Acetylcysteine,FAS
N-Acetylcysteine,FASLG
N-Acetylcysteine,FGF2
N-Acetylcysteine,FGF21
N-Acetylcysteine,FHIT
N-Acetylcysteine,FLT1
N-Acetylcysteine,FN1
N-Acetylcysteine,FOS
N-Acetylcysteine,FOXO1
N-Acetylcysteine,FOXO3
N-Acetylcysteine,FXN
N-Acetylcysteine,FYN
N-Acetylcysteine,G6PD
N-Acetylcysteine,GADD45G
N-Acetylcysteine,GAP43
N-Acetylcysteine,GAPDH
N-Acetylcysteine,GCLC
N-Acetylcysteine,GCLM
N-Acetylcysteine,GGT1
N-Acetylcysteine,GLP1R
N-Acetylcysteine,GLRX
N-Acetylcysteine,GPT
N-Acetylcysteine,GRM2
N-Acetylcysteine,GRM3
N-Acetylcysteine,GRM5
N-Acetylcysteine,GSK3B
N-Acetylcysteine,GSR
N-Acetylcysteine,GSTA4
N-Acetylcysteine,H2AFX
N-Acetylcysteine,HAX1
N-Acetylcysteine,HGF
N-Acetylcysteine,HIF1A
N-Acetylcysteine,HMOX1
N-Acetylcysteine,HRAS
N-Acetylcysteine,HSBP1
N-Acetylcysteine,HSF1
N-Acetylcysteine,HSP90B1
N-Acetylcysteine,HSPA1A
N-Acetylcysteine,HSPA1B
N-Acetylcysteine,HSPA5
N-Acetylcysteine,HSPB1
N-Acetylcysteine,ICAM1
N-Acetylcysteine,IER3
N-Acetylcysteine,IFNG
N-Acetylcysteine,IGF1R
N-Acetylcysteine,IKBKB
N-Acetylcysteine,IL10
N-Acetylcysteine,IL12A
N-Acetylcysteine,IL12B
N-Acetylcysteine,IL17A
N-Acetylcysteine,IL1A
N-Acetylcysteine,IL1B
N-Acetylcysteine,IL22
N-Acetylcysteine,IL24
N-Acetylcysteine,IL5
N-Acetylcysteine,IL6
N-Acetylcysteine,INS
N-Acetylcysteine,INSR
N-Acetylcysteine,IREB2
N-Acetylcysteine,IRF1
N-Acetylcysteine,JAK1
N-Acetylcysteine,JAK2
N-Acetylcysteine,JUN
N-Acetylcysteine,KDR
N-Acetylcysteine,KEAP1
N-Acetylcysteine,KL
N-Acetylcysteine,KRAS
N-Acetylcysteine,KRT8
N-Acetylcysteine,LDHA
N-Acetylcysteine,LDHB
N-Acetylcysteine,LHB
N-Acetylcysteine,MAP1LC3B
N-Acetylcysteine,MAP2K1
N-Acetylcysteine,MAP2K2
N-Acetylcysteine,MAP2K3
N-Acetylcysteine,MAP2K4
N-Acetylcysteine,MAP2K6
N-Acetylcysteine,MAP3K5
N-Acetylcysteine,MAPK1
N-Acetylcysteine,MAPK10
N-Acetylcysteine,MAPK14
N-Acetylcysteine,MAPK3
N-Acetylcysteine,MAPK8
N-Acetylcysteine,MAPK9
N-Acetylcysteine,MAPKAPK2
N-Acetylcysteine,MCL1
N-Acetylcysteine,MGMT
N-Acetylcysteine,MMP1
N-Acetylcysteine,MMP2
N-Acetylcysteine,MMP7
N-Acetylcysteine,MMP9
N-Acetylcysteine,MPO
N-Acetylcysteine,MSTN
N-Acetylcysteine,MTOR
N-Acetylcysteine,MUC5AC
N-Acetylcysteine,MYC
N-Acetylcysteine,NBN
N-Acetylcysteine,NCF1
N-Acetylcysteine,NCF2
N-Acetylcysteine,NCF4
N-Acetylcysteine,NDUFB6
N-Acetylcysteine,NDUFS7
N-Acetylcysteine,NFE2L2
N-Acetylcysteine,NFKB1
N-Acetylcysteine,NFKB2
N-Acetylcysteine,NFKBIA
N-Acetylcysteine,NFKBIB
N-Acetylcysteine,NGF
N-Acetylcysteine,NOS2
N-Acetylcysteine,NOS3
N-Acetylcysteine,NOX4
N-Acetylcysteine,NPM1
N-Acetylcysteine,NQO1
N-Acetylcysteine,NTRK1
N-Acetylcysteine,OLR1
N-Acetylcysteine,P2RX2
N-Acetylcysteine,PARK2
N-Acetylcysteine,PARK7
N-Acetylcysteine,PARP1
N-Acetylcysteine,PDCD4
N-Acetylcysteine,PDGFB
N-Acetylcysteine,PDK1
N-Acetylcysteine,PGD
N-Acetylcysteine,PKM
N-Acetylcysteine,PLAU
N-Acetylcysteine,PLD1
N-Acetylcysteine,PLD2
N-Acetylcysteine,PON2
N-Acetylcysteine,PPARG
N-Acetylcysteine,PPARGC1A
N-Acetylcysteine,PPP2CA
N-Acetylcysteine,PPP2R1B
N-Acetylcysteine,PPP5C
N-Acetylcysteine,PRKAA1
N-Acetylcysteine,PRKAA2
N-Acetylcysteine,PRKCD
N-Acetylcysteine,PRKCE
N-Acetylcysteine,PTEN
N-Acetylcysteine,PTGS2
N-Acetylcysteine,PTK2
N-Acetylcysteine,PTK2B
N-Acetylcysteine,RAB24
N-Acetylcysteine,RAC1
N-Acetylcysteine,RAF1
N-Acetylcysteine,RB1
N-Acetylcysteine,REL
N-Acetylcysteine,RELA
N-Acetylcysteine,RELB
N-Acetylcysteine,REN
N-Acetylcysteine,RPS6KB1
N-Acetylcysteine,SELE
N-Acetylcysteine,SERPINH1
N-Acetylcysteine,SLC1A1
N-Acetylcysteine,SLC1A2
N-Acetylcysteine,SLC22A4
N-Acetylcysteine,SLC22A6
N-Acetylcysteine,SLC22A8
N-Acetylcysteine,SLC25A20
N-Acetylcysteine,SLC7A11
N-Acetylcysteine,SMC1A
N-Acetylcysteine,SNCA
N-Acetylcysteine,SOD1
N-Acetylcysteine,SOD2
N-Acetylcysteine,SP1
N-Acetylcysteine,SPHK1
N-Acetylcysteine,SPP1
N-Acetylcysteine,SQSTM1
N-Acetylcysteine,SRC
N-Acetylcysteine,STAT1
N-Acetylcysteine,STAT3
N-Acetylcysteine,TALDO1
N-Acetylcysteine,TERT
N-Acetylcysteine,TFRC
N-Acetylcysteine,TGFB1
N-Acetylcysteine,TGFBR1
N-Acetylcysteine,TGFBR2
N-Acetylcysteine,TGM1
N-Acetylcysteine,TGM2
N-Acetylcysteine,TH
N-Acetylcysteine,TLR4
N-Acetylcysteine,TNF
N-Acetylcysteine,TNFRSF10A
N-Acetylcysteine,TNFRSF10B
N-Acetylcysteine,TNFRSF1A
N-Acetylcysteine,TNFSF10
N-Acetylcysteine,TP53
N-Acetylcysteine,TRAF2
N-Acetylcysteine,TRIM28
N-Acetylcysteine,TSC2
N-Acetylcysteine,TSHB
N-Acetylcysteine,TXN
N-Acetylcysteine,TYMP
N-Acetylcysteine,UCP2
N-Acetylcysteine,VCAM1
N-Acetylcysteine,VDAC1
N-Acetylcysteine,VEGFA
N-Acetylcysteine,XBP1
N-Acetylcysteine,XDH
N-Acetylcysteine,XIAP
Nafcillin,CYP3A4
Nafcillin,NR1I2
Nevirapine,ADIPOQ
Nevirapine,ALB
Nevirapine,APOA1
Nevirapine,AR
Nevirapine,CETP
Nevirapine,CYP3A4
Nevirapine,HGF
Nevirapine,IFNG
Nevirapine,IL6
Nevirapine,KLK3
Nevirapine,KRT18
Nevirapine,LCAT
Nevirapine,NR1I3
Nevirapine,SLC5A5
Nevirapine,TG
Nevirapine,TPO
Nevirapine,TSHB
Niclosamide,AIFM1
Niclosamide,AKT1
Niclosamide,ALDH1A1
Niclosamide,AXIN2
Niclosamide,BCL2
Niclosamide,BCL2L2
Niclosamide,BIRC5
Niclosamide,CASP3
Niclosamide,CCND1
Niclosamide,CTNNB1
Niclosamide,CTNNBIP1
Niclosamide,CYP1A1
Niclosamide,CYP1A2
Niclosamide,CYP2C9
Niclosamide,CYP2D6
Niclosamide,CYP3A4
Niclosamide,DVL2
Niclosamide,EIF4E
Niclosamide,EIF4EBP1
Niclosamide,FZD1
Niclosamide,HES1
Niclosamide,LRP6
Niclosamide,MCL1
Niclosamide,MTOR
Niclosamide,MYC
Niclosamide,NFKBIA
Niclosamide,NOTCH1
Niclosamide,POU5F1
Niclosamide,RELA
Niclosamide,S100A4
Niclosamide,STAT3
Niclosamide,TNF
Niclosamide,WNT3A
Niclosamide,XIAP
Nifedipine,ABCB1
Nifedipine,ABCB11
Nifedipine,ABCC3
Nifedipine,AKT1
Nifedipine,AVP
Nifedipine,BAX
Nifedipine,BCL2
Nifedipine,BDNF
Nifedipine,CACNA1C
Nifedipine,CAMK2A
Nifedipine,CASP3
Nifedipine,CLU
Nifedipine,CREB1
Nifedipine,CYP1A1
Nifedipine,CYP1A2
Nifedipine,CYP1B1
Nifedipine,CYP2C8
Nifedipine,CYP2C9
Nifedipine,CYP2D6
Nifedipine,CYP2E1
Nifedipine,CYP3A
Nifedipine,CYP3A4
Nifedipine,DDIT3
Nifedipine,DMD
Nifedipine,DRD2
Nifedipine,DRD3
Nifedipine,EDN1
Nifedipine,EIF2AK3
Nifedipine,ELK1
Nifedipine,FGF2
Nifedipine,FGF7
Nifedipine,FOS
Nifedipine,GFAP
Nifedipine,GSTP1
Nifedipine,HDAC4
Nifedipine,HGF
Nifedipine,HNMT
Nifedipine,HSPA5
Nifedipine,IGF1
Nifedipine,IGF2
Nifedipine,KCNA3
Nifedipine,MAPK1
Nifedipine,MAPK3
Nifedipine,MMP9
Nifedipine,MYC
Nifedipine,MYH10
Nifedipine,MYH11
Nifedipine,MYL9
Nifedipine,NAMPT
Nifedipine,NEFL
Nifedipine,NEFM
Nifedipine,NFKBIA
Nifedipine,NGF
Nifedipine,NOS2
Nifedipine,NOS3
Nifedipine,NR1I2
Nifedipine,PRL
Nifedipine,RELA
Nifedipine,REN
Nifedipine,SCN5A
Nifedipine,SLC22A1
Nifedipine,SLC22A3
Nifedipine,SLC22A4
Nifedipine,SLC22A5
Nifedipine,SOD2
Nifedipine,STAR
Nifedipine,TNF
Nifedipine,TP53
Nifedipine,VIM
Nifurtimox,ALB
Nifurtimox,ABC2
Nitazoxanide,ATF4
Nitazoxanide,EIF2A
Nitazoxanide,EIF2AK2
Nitazoxanide,IFNA2
Norfloxacin,CYP1A2
Norfloxacin,IL1B
Norfloxacin,MMP1
Norfloxacin,MMP13
Norfloxacin,SLC22A2
Ofloxacin,ABCB11
Ofloxacin,CYP1A2
Ofloxacin,CYP3A4
Ofloxacin,IL1B
Ofloxacin,ITGB4
Ofloxacin,PGD
Ofloxacin,SLC22A5
Ofloxacin,UGT1A1
Ofloxacin,UGT1A3
Ofloxacin,UGT1A7
Ofloxacin,UGT1A9
Omeprazole,ABCB11
Omeprazole,ABCG2
Omeprazole,AHR
Omeprazole,ARNT
Omeprazole,CASP3
Omeprazole,CASP8
Omeprazole,CCKBR
Omeprazole,CFTR
Omeprazole,CTSD
Omeprazole,CYP1A1
Omeprazole,CYP1A2
Omeprazole,CYP1B1
Omeprazole,CYP2B6
Omeprazole,CYP2C19
Omeprazole,CYP2C9
Omeprazole,CYP2D6
Omeprazole,CYP2E1
Omeprazole,CYP3A4
Omeprazole,EGF
Omeprazole,EP300
Omeprazole,GAST
Omeprazole,HDC
Omeprazole,HMOX1
Omeprazole,HSPA1A
Omeprazole,IFNG
Omeprazole,IGH
Omeprazole,MAPK14
Omeprazole,MMP14
Omeprazole,MMP2
Omeprazole,MPO
Omeprazole,NCOA1
Omeprazole,NR1I2
Omeprazole,PARP1
Omeprazole,PCNA
Omeprazole,PRL
Omeprazole,PTGS2
Omeprazole,RELA
Omeprazole,SELL
Omeprazole,SLC22A2
Omeprazole,SLC22A5
Omeprazole,TACR1
Omeprazole,TIMP2
Omeprazole,TNF
Oxaliplatin,AKT1
Oxaliplatin,ARL6IP5
Oxaliplatin,ATF2
Oxaliplatin,ATOX1
Oxaliplatin,ATP7A
Oxaliplatin,ATP7B
Oxaliplatin,BAX
Oxaliplatin,BCL2
Oxaliplatin,BCL2L1
Oxaliplatin,BIRC5
Oxaliplatin,BRCA1
Oxaliplatin,CALB2
Oxaliplatin,CASP3
Oxaliplatin,CASP8
Oxaliplatin,CAT
Oxaliplatin,CCNA2
Oxaliplatin,CCNB1
Oxaliplatin,CCND1
Oxaliplatin,CCNE1
Oxaliplatin,CCS
Oxaliplatin,CDA
Oxaliplatin,CDK1
Oxaliplatin,CDK2
Oxaliplatin,CDKN1A
Oxaliplatin,CDKN1B
Oxaliplatin,CFLAR
Oxaliplatin,CHEK2
Oxaliplatin,COX17
Oxaliplatin,CXCR1
Oxaliplatin,DPYD
Oxaliplatin,DUT
Oxaliplatin,EGFR
Oxaliplatin,ERCC1
Oxaliplatin,ERCC2
Oxaliplatin,ERCC4
Oxaliplatin,ERCC6
Oxaliplatin,FLT1
Oxaliplatin,GADD45A
Oxaliplatin,GSTP1
Oxaliplatin,H2AFX
Oxaliplatin,HES1
Oxaliplatin,JUN
Oxaliplatin,MAPK1
Oxaliplatin,MAPK3
Oxaliplatin,MCL1
Oxaliplatin,MSH3
Oxaliplatin,MT2A
Oxaliplatin,MTOR
Oxaliplatin,MYC
Oxaliplatin,NCSTN
Oxaliplatin,NFIB
Oxaliplatin,NOTCH1
Oxaliplatin,NRP1
Oxaliplatin,PARP1
Oxaliplatin,PDF
Oxaliplatin,PGF
Oxaliplatin,PMAIP1
Oxaliplatin,PSEN1
Oxaliplatin,RB1
Oxaliplatin,S100P
Oxaliplatin,SAT1
Oxaliplatin,SLC31A1
Oxaliplatin,SMOX
Oxaliplatin,SP1
Oxaliplatin,SRC
Oxaliplatin,SRPK1
Oxaliplatin,STAT6
Oxaliplatin,TAC1
Oxaliplatin,TLR4
Oxaliplatin,TNFSF10
Oxaliplatin,TOP1
Oxaliplatin,TP53
Oxaliplatin,TP53BP1
Oxaliplatin,TXNRD1
Oxaliplatin,TYMP
Oxaliplatin,TYMS
Oxaliplatin,VEGFA
Oxaliplatin,VEGFC
Oxaliplatin,XRCC1
Oxamniquine,CYP2D6
Oxantel,GPR35
Oxcarbazepine,ADRA2A
Oxcarbazepine,ADRA2C
Oxcarbazepine,AKR1C1
Oxcarbazepine,AKR1C2
Oxcarbazepine,AKR1C3
Oxcarbazepine,AKR1C4
Oxcarbazepine,CBR1
Oxcarbazepine,CBR3
Oxcarbazepine,CYP19A1
Oxcarbazepine,DHRS7
Oxcarbazepine,GABRA1
Oxcarbazepine,GABRA2
